Time,Q,S_s,S_NH4
7.020833333,19620,61.71973,31.04771
7.03125,19334,62.16018,31.67387
7.041666667,18978,64.57526,33.15925
7.052083333,18321,67.84871,35.11773
7.0625,17855,72.14054,37.86587
7.072916667,17237,72.47069,37.86587
7.083333333,16453,69.7643,36.8501
7.09375,16548,67.49915,36.47441
7.104166667,16295,62.83833,34.38721
7.114583333,14743,62.46546,34.67942
7.125,13613,53.74197,32.06695
7.135416667,12807,54.44886,29.89975
7.145833333,12173,50.06769,27.06813
7.15625,11533,46.35457,24.70265
7.166666667,12198,44.35819,23.38772
7.177083333,11640,42.57931,22.19802
7.1875,11978,40.00033,20.31607
7.197916667,13272,40.38873,20.54218
7.208333333,12452,40.77713,20.71611
7.21875,13453,40.46641,20.7509
7.229166667,13815,40.83539,20.66393
7.239583333,13803,40.46641,20.61175
7.25,12514,40.50525,20.54218
7.260416667,12542,40.52467,20.43782
7.270833333,11865,40.31105,20.40303
7.28125,12118,40.11685,20.15953
7.291666667,11906,40.04693,20.02734
7.302083333,12059,40.34212,19.99951
7.3125,12446,40.58293,20.10039
7.322916667,12982,40.89365,20.40303
7.333333333,12956,41.16553,20.82047
7.34375,12745,41.86465,21.16834
7.354166667,13597,42.42395,21.6136
7.364583333,14171,43.94649,22.1354
7.375,17637,48.77431,24.68178
7.385416667,17635,59.88648,29.65625
7.395833333,22461,71.46084,34.24807
7.40625,26276,80.00567,37.93544
7.416666667,25598,94.90087,43.39692
7.427083333,27780,105.7761,46.61468
7.4375,29551,115.2104,49.24802
7.447916667,31861,120.011,49.99941
7.458333333,32171,118.9701,49.24802
7.46875,32180,112.1109,45.74154
7.479166667,31869,102.4553,40.85751
7.489583333,28047,94.81153,39.03469
7.5,26695,88.37961,36.8501
7.510416667,26690,81.2874,34.24807
7.520833333,25572,75.7721,32.16088
7.53125,25496,70.37332,30.77985
7.541666667,22401,68.27595,29.79539
7.552083333,26555,67.03307,29.23881
7.5625,25905,66.76507,28.52221
7.572916667,24310,67.07967,27.95867
7.583333333,23404,68.08952,28.12564
7.59375,20560,68.72261,27.55166
7.604166667,18732,68.31479,27.4647
7.614583333,25320,65.16874,26.45589
7.625,23046,61.64516,26.1776
7.635416667,21357,59.76219,26.28891
7.645833333,22487,58.94655,26.78984
7.65625,18221,59.38933,27.29076
7.666666667,17442,60.21274,27.12379
7.677083333,19246,62.42662,27.42295
7.6875,19197,65.86786,28.33436
7.697916667,19637,65.61928,28.2787
7.708333333,19014,64.00353,27.7082
7.71875,18480,59.54469,26.68548
7.729166667,18208,58.34064,26.57068
7.739583333,18547,57.33857,26.62286
7.75,18666,58.6902,27.4647
7.760416667,18670,60.46908,28.33436
7.770833333,18654,63.25004,29.26664
7.78125,23137,62.37225,30.63027
7.791666667,22509,62.21689,30.58853
7.802083333,22031,62.01492,28.16043
7.8125,22489,66.41162,29.79539
7.822916667,18876,67.18843,29.82322
7.833333333,20674,68.47015,30.30328
7.84375,24145,71.88808,32.13305
7.854166667,22518,75.64392,33.77149
7.864583333,22803,77.44222,34.30373
7.875,21780,80.08335,35.63953
7.885416667,19067,82.60408,36.06393
7.895833333,26211,83.83531,35.93174
7.90625,24096,84.21983,35.45168
7.916666667,23071,83.377,35.69519
7.927083333,22388,81.99584,35.62561
7.9375,17483,80.14161,35.37863
7.947916667,25814,77.75294,34.9438
7.958333333,23248,75.6245,34.14371
7.96875,24098,71.87255,32.70355
7.979166667,22402,69.45669,31.46515
7.989583333,19962,67.49915,30.68245
8,18363,63.63455,30.24762
8.010416667,18618,61.67313,30.21283
8.020833333,19046,61.71973,31.04771
8.03125,23433,62.16018,31.67387
8.041666667,22011,64.57526,33.15925
8.052083333,23310,67.84871,35.11773
8.0625,23158,72.14054,37.86587
8.072916667,15122,72.47069,37.86587
8.083333333,15319,69.7643,36.8501
8.09375,15342,67.49915,36.47441
8.104166667,14751,62.83833,34.38721
8.114583333,14287,62.24019,34.67942
8.125,12478,53.74197,32.06695
8.135416667,12477,54.44886,29.89975
8.145833333,11347,50.06769,27.06813
8.15625,11037,46.35457,24.70265
8.166666667,10473,44.35819,23.38772
8.177083333,10000,42.57931,22.19802
8.1875,11258,40.00033,20.31607
8.197916667,10436,40.38873,20.54218
8.208333333,10976,40.77713,20.71611
8.21875,11250,40.46641,20.7509
8.229166667,11740,40.83539,20.66393
8.239583333,11562,40.46641,20.61175
8.25,12124,40.50525,20.54218
8.260416667,12578,40.52467,20.43782
8.270833333,11399,40.31105,20.40303
8.28125,11448,40.11685,20.15953
8.291666667,12090,40.04693,20.02734
8.302083333,12429,40.34212,19.99951
8.3125,11500,40.58293,20.10039
8.322916667,11717,40.89365,20.40303
8.333333333,11751,41.16553,20.82047
8.34375,11489,41.86465,21.16834
8.354166667,12859,42.42395,21.6136
8.364583333,12350,43.94649,22.1354
8.375,12194,48.77431,24.68178
8.385416667,15329,59.88648,29.65625
8.395833333,22901,71.46084,34.24807
8.40625,23690,80.00567,37.93544
8.416666667,24749,94.90087,43.39692
8.427083333,27249,105.7761,46.61468
8.4375,29504,115.2104,49.24802
8.447916667,31868,120.011,49.99941
8.458333333,32126,118.9701,49.24802
8.46875,31909,112.1109,45.74154
8.479166667,31927,102.4553,40.85751
8.489583333,31719,94.81153,39.03469
8.5,30926,88.37961,36.8501
8.510416667,27039,81.2874,34.24807
8.520833333,25844,75.7721,32.16088
8.53125,25174,70.37332,30.77985
8.541666667,24783,68.27595,29.79539
8.552083333,24444,67.03307,29.23881
8.5625,22762,66.76507,28.52221
8.572916667,24940,67.07967,27.95867
8.583333333,24113,68.08952,28.12564
8.59375,23320,68.72261,27.55166
8.604166667,22247,68.31479,27.4647
8.614583333,21875,65.16874,26.45589
8.625,21863,61.64516,26.1776
8.635416667,21236,59.76219,26.28891
8.645833333,21473,58.94655,26.78984
8.65625,20822,59.38933,27.29076
8.666666667,20463,60.21274,27.12379
8.677083333,20034,62.42662,27.42295
8.6875,19328,65.86786,28.33436
8.697916667,18928,65.61928,28.2787
8.708333333,18510,64.00353,27.7082
8.71875,18319,59.54469,26.68548
8.729166667,18224,58.34064,26.57068
8.739583333,19106,57.33857,26.62286
8.75,22491,58.6902,27.4647
8.760416667,21604,60.46908,28.33436
8.770833333,22228,63.25004,29.26664
8.78125,21169,62.37225,30.63027
8.791666667,19849,62.21689,30.58853
8.802083333,17451,62.01492,28.16043
8.8125,18335,66.41162,29.79539
8.822916667,22018,67.18843,29.82322
8.833333333,23369,68.47015,30.30328
8.84375,23270,71.88808,32.13305
8.854166667,25050,75.64392,33.77149
8.864583333,21540,77.44222,34.30373
8.875,19321,80.08335,35.63953
8.885416667,21190,82.60408,36.06393
8.895833333,26591,83.83531,35.93174
8.90625,24225,84.21983,35.45168
8.916666667,23902,83.377,35.69519
8.927083333,24339,81.99584,35.62561
8.9375,21529,80.14161,35.37863
8.947916667,26978,77.75294,34.9438
8.958333333,25693,75.6245,34.14371
8.96875,24779,71.87255,32.70355
8.979166667,24086,69.45669,31.46515
8.989583333,23308,67.49915,30.68245
9,21017,63.63455,30.24762
9.010416667,21014,61.67313,30.21283
9.020833333,19118,61.71973,31.04771
9.03125,18847,62.16018,31.67387
9.041666667,18509,64.57526,33.15925
9.052083333,17886,67.84871,35.11773
9.0625,17445,72.14054,37.86587
9.072916667,16858,72.47069,37.86587
9.083333333,16116,69.7643,36.8501
9.09375,16206,67.49915,36.47441
9.104166667,15965,62.83833,34.38721
9.114583333,14494,62.24019,34.67942
9.125,13423,53.74197,32.06695
9.135416667,12660,54.44886,29.89975
9.145833333,12059,50.06769,27.06813
9.15625,11453,46.35457,24.70265
9.166666667,12083,44.35819,23.38772
9.177083333,11554,42.57931,22.19802
9.1875,11875,40.00033,20.31607
9.197916667,13101,40.38873,20.54218
9.208333333,12323,40.77713,20.71611
9.21875,13271,40.46641,20.7509
9.229166667,13614,40.83539,20.66393
9.239583333,13604,40.46641,20.61175
9.25,12382,40.50525,20.54218
9.260416667,12408,40.52467,20.43782
9.270833333,11767,40.31105,20.40303
9.28125,12006,40.11685,20.15953
9.291666667,11805,40.04693,20.02734
9.302083333,11951,40.34212,19.99951
9.3125,12317,40.58293,20.10039
9.322916667,12825,40.89365,20.40303
9.333333333,12800,41.16553,20.82047
9.34375,12600,41.86465,21.16834
9.354166667,13408,42.42395,21.6136
9.364583333,13952,43.94649,22.1354
9.375,17235,48.77431,24.68178
9.385416667,17233,59.88648,29.65625
9.395833333,21804,71.46084,34.24807
9.40625,25418,80.00567,37.93544
9.416666667,24776,94.90087,43.39692
9.427083333,26842,105.7761,46.61468
9.4375,28519,115.2104,49.24802
9.447916667,30707,120.011,49.99941
9.458333333,31000,118.9701,49.24802
9.46875,31009,112.1109,45.74154
9.479166667,30713,102.4553,40.85751
9.489583333,27093,94.81153,39.03469
9.5,25812,88.37961,36.8501
9.510416667,25808,81.2874,34.24807
9.520833333,24748,75.7721,32.16088
9.53125,24677,70.37332,30.77985
9.541666667,21745,68.27595,29.79539
9.552083333,25678,67.03307,29.23881
9.5625,25062,66.76507,28.52221
9.572916667,23552,67.07967,27.95867
9.583333333,22693,68.08952,28.12564
9.59375,20001,68.72261,27.55166
9.604166667,18269,68.31479,27.4647
9.614583333,24508,65.16874,26.45589
9.625,22354,61.64516,26.1776
9.635416667,20755,59.76219,26.28891
9.645833333,21824,58.94655,26.78984
9.65625,17785,59.38933,27.29076
9.666666667,17047,60.21274,27.12379
9.677083333,18755,62.42662,27.42295
9.6875,18708,65.86786,28.33436
9.697916667,19125,65.61928,28.2787
9.708333333,18535,64.00353,27.7082
9.71875,18029,59.54469,26.68548
9.729166667,17772,58.34064,26.57068
9.739583333,18093,57.33857,26.62286
9.75,18205,58.6902,27.4647
9.760416667,18209,60.46908,28.33436
9.770833333,18193,63.25004,29.26664
9.78125,22437,62.37225,30.63027
9.791666667,21842,62.21689,30.58853
9.802083333,21390,62.01492,28.16043
9.8125,21824,66.41162,29.79539
9.822916667,18403,67.18843,29.82322
9.833333333,20104,68.47015,30.30328
9.84375,23390,71.88808,32.13305
9.854166667,21850,75.64392,33.77149
9.864583333,22120,77.44222,34.30373
9.875,21151,80.08335,35.63953
9.885416667,18582,82.60408,36.06393
9.895833333,25345,83.83531,35.93174
9.90625,23343,84.21983,35.45168
9.916666667,22372,83.377,35.69519
9.927083333,21725,81.99584,35.62561
9.9375,17083,80.14161,35.37863
9.947916667,24968,77.75294,34.9438
9.958333333,22540,75.6245,34.14371
9.96875,23343,71.87255,32.70355
9.979166667,21738,69.45669,31.46515
9.989583333,19429,67.49915,30.68245
10,17915,63.63455,30.24762
10.01041667,18156,61.67313,30.21283
10.02083333,18561,61.71973,31.04771
10.03125,22713,62.16018,31.67387
10.04166667,21366,64.57526,33.15925
10.05208333,22596,67.84871,35.11773
10.0625,22452,72.14054,37.86587
10.07291667,14847,72.47069,37.86587
10.08333333,15033,69.7643,36.8501
10.09375,15055,67.49915,36.47441
10.10416667,14496,62.83833,34.38721
10.11458333,14056,62.24019,34.67942
10.125,12345,53.74197,32.06695
10.13541667,12344,54.44886,29.89975
10.14583333,11274,50.06769,27.06813
10.15625,10981,46.35457,24.70265
10.16666667,10448,44.35819,23.38772
10.17708333,10000,42.57931,22.19802
10.1875,11190,40.00033,20.31607
10.19791667,10412,40.38873,20.54218
10.20833333,10923,40.77713,20.71611
10.21875,11182,40.46641,20.7509
10.22916667,11646,40.83539,20.66393
10.23958333,11478,40.46641,20.61175
10.25,12009,40.50525,20.54218
10.26041667,12439,40.52467,20.43782
10.27083333,11323,40.31105,20.40303
10.28125,11370,40.11685,20.15953
10.29166667,11977,40.04693,20.02734
10.30208333,12298,40.34212,19.99951
10.3125,11419,40.58293,20.10039
10.32291667,11624,40.89365,20.40303
10.33333333,11656,41.16553,20.82047
10.34375,11409,41.86465,21.16834
10.35416667,12704,42.42395,21.6136
10.36458333,12223,43.94649,22.1354
10.375,12076,48.77431,24.68178
10.38541667,15040,59.88648,29.65625
10.39583333,22202,71.46084,34.24807
10.40625,22948,80.00567,37.93544
10.41666667,23950,94.90087,43.39692
10.42708333,26314,105.7761,46.61468
10.4375,28447,115.2104,49.24802
10.44791667,30682,120.011,49.99941
10.45833333,30926,118.9701,49.24802
10.46875,30720,112.1109,45.74154
10.47916667,30737,102.4553,40.85751
10.48958333,30540,94.81153,39.03469
10.5,29790,88.37961,36.8501
10.51041667,26113,81.2874,34.24807
10.52083333,24983,75.7721,32.16088
10.53125,24349,70.37332,30.77985
10.54166667,23979,68.27595,29.79539
10.55208333,23658,67.03307,29.23881
10.5625,22068,66.76507,28.52221
10.57291667,24127,67.07967,27.95867
10.58333333,23345,68.08952,28.12564
10.59375,22595,68.72261,27.55166
10.60416667,21580,68.31479,27.4647
10.61458333,21228,65.16874,26.45589
10.625,21217,61.64516,26.1776
10.63541667,20623,59.76219,26.28891
10.64583333,20848,58.94655,26.78984
10.65625,20232,59.38933,27.29076
10.66666667,19893,60.21274,27.12379
10.67708333,19487,62.42662,27.42295
10.6875,18819,65.86786,28.33436
10.69791667,18441,65.61928,28.2787
10.70833333,18045,64.00353,27.7082
10.71875,17864,59.54469,26.68548
10.72916667,17775,58.34064,26.57068
10.73958333,18608,57.33857,26.62286
10.75,21808,58.6902,27.4647
10.76041667,20969,60.46908,28.33436
10.77083333,21559,63.25004,29.26664
10.78125,20558,62.37225,30.63027
10.79166667,19310,62.21689,30.58853
10.80208333,17043,62.01492,28.16043
10.8125,17878,66.41162,29.79539
10.82291667,21360,67.18843,29.82322
10.83333333,22636,68.47015,30.30328
10.84375,22542,71.88808,32.13305
10.85416667,24225,75.64392,33.77149
10.86458333,20907,77.44222,34.30373
10.875,18809,80.08335,35.63953
10.88541667,20576,82.60408,36.06393
10.89583333,25680,83.83531,35.93174
10.90625,23444,84.21983,35.45168
10.91666667,23139,83.377,35.69519
10.92708333,23551,81.99584,35.62561
10.9375,20895,80.14161,35.37863
10.94791667,26044,77.75294,34.9438
10.95833333,24830,75.6245,34.14371
10.96875,23966,71.87255,32.70355
10.97916667,23311,69.45669,31.46515
10.98958333,22576,67.49915,30.68245
11,20411,63.63455,30.24762
11.01041667,20408,61.67313,30.21283
11.02083333,18616,61.71973,31.04771
11.03125,18359,62.16018,31.67387
11.04166667,18040,64.57526,33.15925
11.05208333,17452,67.84871,35.11773
11.0625,17034,72.14054,37.86587
11.07291667,16480,72.47069,37.86587
11.08333333,15778,69.7643,36.8501
11.09375,15863,67.49915,36.47441
11.10416667,15636,62.83833,34.38721
11.11458333,14246,62.24019,34.67942
11.125,13234,53.74197,32.06695
11.13541667,12513,54.44886,29.89975
11.14583333,11946,50.06769,27.06813
11.15625,11373,46.35457,24.70265
11.16666667,11968,44.35819,23.38772
11.17708333,11468,42.57931,22.19802
11.1875,11771,40.00033,20.31607
11.19791667,12929,40.38873,20.54218
11.20833333,12195,40.77713,20.71611
11.21875,13090,40.46641,20.7509
11.22916667,13414,40.83539,20.66393
11.23958333,13404,40.46641,20.61175
11.25,12250,40.50525,20.54218
11.26041667,12275,40.52467,20.43782
11.27083333,11669,40.31105,20.40303
11.28125,11895,40.11685,20.15953
11.29166667,11705,40.04693,20.02734
11.30208333,11843,40.34212,19.99951
11.3125,12189,40.58293,20.10039
11.32291667,12669,40.89365,20.40303
11.33333333,12645,41.16553,20.82047
11.34375,12456,41.86465,21.16834
11.35416667,13219,42.42395,21.6136
11.36458333,13732,43.94649,22.1354
11.375,16832,48.77431,24.68178
11.38541667,16830,59.88648,29.65625
11.39583333,21148,71.46084,34.24807
11.40625,24560,80.00567,37.93544
11.41666667,23953,94.90087,43.39692
11.42708333,25904,105.7761,46.61468
11.4375,27488,115.2104,49.24802
11.44791667,29553,120.011,49.99941
11.45833333,29829,118.9701,49.24802
11.46875,29837,112.1109,45.74154
11.47916667,29558,102.4553,40.85751
11.48958333,26139,94.81153,39.03469
11.5,24930,88.37961,36.8501
11.51041667,24925,81.2874,34.24807
11.52083333,23924,75.7721,32.16088
11.53125,23857,70.37332,30.77985
11.54166667,21088,68.27595,29.79539
11.55208333,24802,67.03307,29.23881
11.5625,24220,66.76507,28.52221
11.57291667,22794,67.07967,27.95867
11.58333333,21983,68.08952,28.12564
11.59375,19441,68.72261,27.55166
11.60416667,17806,68.31479,27.4647
11.61458333,23695,65.16874,26.45589
11.625,21662,61.64516,26.1776
11.63541667,20152,59.76219,26.28891
11.64583333,21161,58.94655,26.78984
11.65625,17348,59.38933,27.29076
11.66666667,16651,60.21274,27.12379
11.67708333,18264,62.42662,27.42295
11.6875,18220,65.86786,28.33436
11.69791667,18613,65.61928,28.2787
11.70833333,18056,64.00353,27.7082
11.71875,17578,59.54469,26.68548
11.72916667,17335,58.34064,26.57068
11.73958333,17638,57.33857,26.62286
11.75,17744,58.6902,27.4647
11.76041667,17747,60.46908,28.33436
11.77083333,17733,63.25004,29.26664
11.78125,21738,62.37225,30.63027
11.79166667,21176,62.21689,30.58853
11.80208333,20749,62.01492,28.16043
11.8125,21158,66.41162,29.79539
11.82291667,17930,67.18843,29.82322
11.83333333,19535,68.47015,30.30328
11.84375,22636,71.88808,32.13305
11.85416667,21182,75.64392,33.77149
11.86458333,21436,77.44222,34.30373
11.875,20522,80.08335,35.63953
11.88541667,18098,82.60408,36.06393
11.89583333,24479,83.83531,35.93174
11.90625,22590,84.21983,35.45168
11.91666667,21673,83.377,35.69519
11.92708333,21063,81.99584,35.62561
11.9375,16683,80.14161,35.37863
11.94791667,24122,77.75294,34.9438
11.95833333,21831,75.6245,34.14371
11.96875,22589,71.87255,32.70355
11.97916667,21074,69.45669,31.46515
11.98958333,18895,67.49915,30.68245
12,16990,63.63455,30.24762
12.01041667,16990,61.67313,30.21283
12.02083333,15964,61.71973,31.04771
12.03125,15806,62.16018,31.67387
12.04166667,15610,64.57526,33.15925
12.05208333,15247,67.84871,35.11773
12.0625,14989,72.14054,37.86587
12.07291667,14647,72.47069,37.86587
12.08333333,14212,69.7643,36.8501
12.09375,14266,67.49915,36.47441
12.10416667,14126,62.83833,34.38721
12.11458333,13264,62.24019,34.67942
12.125,12636,53.74197,32.06695
12.13541667,12189,54.44886,29.89975
12.14583333,11836,50.06769,27.06813
12.15625,11481,46.35457,24.70265
12.16666667,11851,44.35819,23.38772
12.17708333,11540,42.57931,22.19802
12.1875,11729,40.00033,20.31607
12.19791667,12450,40.38873,20.54218
12.20833333,11994,40.77713,20.71611
12.21875,12552,40.46641,20.7509
12.22916667,12755,40.83539,20.66393
12.23958333,12749,40.46641,20.61175
12.25,12030,40.50525,20.54218
12.26041667,12046,40.52467,20.43782
12.27083333,11668,40.31105,20.40303
12.28125,11810,40.11685,20.15953
12.29166667,11692,40.04693,20.02734
12.30208333,11778,40.34212,19.99951
12.3125,11994,40.58293,20.10039
12.32291667,12294,40.89365,20.40303
12.33333333,12280,41.16553,20.82047
12.34375,12162,41.86465,21.16834
12.35416667,12640,42.42395,21.6136
12.36458333,12962,43.94649,22.1354
12.375,14903,48.77431,24.68178
12.38541667,14903,59.88648,29.65625
12.39583333,17608,71.46084,34.24807
12.40625,19748,80.00567,37.93544
12.41666667,19370,94.90087,43.39692
12.42708333,20596,105.7761,46.61468
12.4375,21592,115.2104,49.24802
12.44791667,22891,120.011,49.99941
12.45833333,23068,118.9701,49.24802
12.46875,23077,112.1109,45.74154
12.47916667,22905,102.4553,40.85751
12.48958333,20762,94.81153,39.03469
12.5,20005,88.37961,36.8501
12.51041667,20005,81.2874,34.24807
12.52083333,19379,75.7721,32.16088
12.53125,19339,70.37332,30.77985
12.54166667,17601,68.27595,29.79539
12.55208333,19939,67.03307,29.23881
12.5625,19576,66.76507,28.52221
12.57291667,18681,67.07967,27.95867
12.58333333,18173,68.08952,28.12564
12.59375,16574,68.72261,27.55166
12.60416667,15545,68.31479,27.4647
12.61458333,19259,65.16874,26.45589
12.625,17980,61.64516,26.1776
12.63541667,17030,59.76219,26.28891
12.64583333,17669,58.94655,26.78984
12.65625,15264,59.38933,27.29076
12.66666667,14826,60.21274,27.12379
12.67708333,15846,62.42662,27.42295
12.6875,15819,65.86786,28.33436
12.69791667,16069,65.61928,28.2787
12.70833333,15719,64.00353,27.7082
12.71875,15418,59.54469,26.68548
12.72916667,15266,58.34064,26.57068
12.73958333,15459,57.33857,26.62286
12.75,15528,58.6902,27.4647
12.76041667,15531,60.46908,28.33436
12.77083333,15524,63.25004,29.26664
12.78125,18062,62.37225,30.63027
12.79166667,17708,62.21689,30.58853
12.80208333,17440,62.01492,28.16043
12.8125,17701,66.41162,29.79539
12.82291667,15656,67.18843,29.82322
12.83333333,16676,68.47015,30.30328
12.84375,18646,71.88808,32.13305
12.85416667,17726,75.64392,33.77149
12.86458333,17889,77.44222,34.30373
12.875,17311,80.08335,35.63953
12.88541667,15773,82.60408,36.06393
12.89583333,19830,83.83531,35.93174
12.90625,18631,84.21983,35.45168
12.91666667,18051,83.377,35.69519
12.92708333,17665,81.99584,35.62561
12.9375,14880,80.14161,35.37863
12.94791667,19617,77.75294,34.9438
12.95833333,18161,75.6245,34.14371
12.96875,18646,71.87255,32.70355
12.97916667,17683,69.45669,31.46515
12.98958333,16297,67.49915,30.68245
13,15388,63.63455,30.24762
13.01041667,15534,61.67313,30.21283
13.02083333,15779,61.71973,31.04771
13.03125,18281,62.16018,31.67387
13.04166667,17472,64.57526,33.15925
13.05208333,18215,67.84871,35.11773
13.0625,18130,72.14054,37.86587
13.07291667,13548,72.47069,37.86587
13.08333333,13661,69.7643,36.8501
13.09375,13676,67.49915,36.47441
13.10416667,13339,62.83833,34.38721
13.11458333,13075,62.24019,34.67942
13.125,12042,53.74197,32.06695
13.13541667,12042,54.44886,29.89975
13.14583333,11397,50.06769,27.06813
13.15625,11220,46.35457,24.70265
13.16666667,10898,44.35819,23.38772
13.17708333,10627,42.57931,22.19802
13.1875,11347,40.00033,20.31607
13.19791667,10876,40.38873,20.54218
13.20833333,11186,40.77713,20.71611
13.21875,11343,40.46641,20.7509
13.22916667,11624,40.83539,20.66393
13.23958333,11522,40.46641,20.61175
13.25,11844,40.50525,20.54218
13.26041667,12105,40.52467,20.43782
13.27083333,11429,40.31105,20.40303
13.28125,11457,40.11685,20.15953
13.29166667,11826,40.04693,20.02734
13.30208333,12021,40.34212,19.99951
13.3125,11488,40.58293,20.10039
13.32291667,11613,40.89365,20.40303
13.33333333,11632,41.16553,20.82047
13.34375,11482,41.86465,21.16834
13.35416667,12270,42.42395,21.6136
13.36458333,11978,43.94649,22.1354
13.375,11889,48.77431,24.68178
13.38541667,13692,59.88648,29.65625
13.39583333,18050,71.46084,34.24807
13.40625,18506,80.00567,37.93544
13.41666667,19118,94.90087,43.39692
13.42708333,20560,105.7761,46.61468
13.4375,21862,115.2104,49.24802
13.44791667,23227,120.011,49.99941
13.45833333,23379,118.9701,49.24802
13.46875,23258,112.1109,45.74154
13.47916667,23272,102.4553,40.85751
13.48958333,23155,94.81153,39.03469
13.5,22701,88.37961,36.8501
13.51041667,20461,81.2874,34.24807
13.52083333,19774,75.7721,32.16088
13.53125,19390,70.37332,30.77985
13.54166667,19166,68.27595,29.79539
13.55208333,18973,67.03307,29.23881
13.5625,18003,66.76507,28.52221
13.57291667,19264,67.07967,27.95867
13.58333333,18789,68.08952,28.12564
13.59375,18332,68.72261,27.55166
13.60416667,17713,68.31479,27.4647
13.61458333,17500,65.16874,26.45589
13.625,17495,61.64516,26.1776
13.63541667,17134,59.76219,26.28891
13.64583333,17273,58.94655,26.78984
13.65625,16898,59.38933,27.29076
13.66666667,16692,60.21274,27.12379
13.67708333,16445,62.42662,27.42295
13.6875,16037,65.86786,28.33436
13.69791667,15806,65.61928,28.2787
13.70833333,15565,64.00353,27.7082
13.71875,15456,59.54469,26.68548
13.72916667,15402,58.34064,26.57068
13.73958333,15915,57.33857,26.62286
13.75,17883,58.6902,27.4647
13.76041667,17370,60.46908,28.33436
13.77083333,17735,63.25004,29.26664
13.78125,17121,62.37225,30.63027
13.79166667,16355,62.21689,30.58853
13.80208333,14962,62.01492,28.16043
13.8125,15477,66.41162,29.79539
13.82291667,17623,67.18843,29.82322
13.83333333,18411,68.47015,30.30328
13.84375,18356,71.88808,32.13305
13.85416667,19395,75.64392,33.77149
13.86458333,17352,77.44222,34.30373
13.875,16060,80.08335,35.63953
13.88541667,17152,82.60408,36.06393
13.89583333,20304,83.83531,35.93174
13.90625,18926,84.21983,35.45168
13.91666667,18740,83.377,35.69519
13.92708333,18997,81.99584,35.62561
13.9375,17359,80.14161,35.37863
13.94791667,20544,77.75294,34.9438
13.95833333,19796,75.6245,34.14371
13.96875,19265,71.87255,32.70355
13.97916667,18862,69.45669,31.46515
13.98958333,18409,67.49915,30.68245
14,21477,63.63455,30.24762
